conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,85985E+18;Fri Nov 22 06:50:29 +0000 2024;240;Usai mengikuti rangkaian KTT G20 di Brasil Presiden Prabowo Subianto melanjutkan kunjungan kerjanya ke Inggris dan tiba di London pada Rabu (20/11/2024). Pada hari berikutnya Kamis (21/11/2024) Presiden melakukan sejumlah kegiatan yaitu bertemu dengan PM Inggris Keir Starmer https://t.co/WfvkV39JZ1;1,85985E+18;https://pbs.twimg.com/media/Gc-FdPnaAAMBi3y.jpg;;in;Jakarta;2;13;38;https://x.com/setkabgoid/status/1859851930836795692;260686783;setkabgoid
1,85982E+18;Fri Nov 22 04:38:47 +0000 2024;1906;. . Pak Presiden @prabowo .. Selama Bapak masih Memakai Mentri-Mentri Ekonomi warisan Jokowi Maka percayalah Ekonomi Indonesia itu OMONG KOSONG BISA BERTUMBUH 8% !!! Pertama .. COPOT DULU IBU SRI MULYANI Karena 2 Periode Jokowi Pertumbuhan Ekonomi ditarget 7% .. Berakhir cuma https://t.co/vb1w7UYoVp;1,85982E+18;https://pbs.twimg.com/media/Gc9nVQ2aAAEblpz.jpg;;in;Bermuda Triangle;20;185;511;https://x.com/StefanAntonio__/status/1859818789342417346;1,52949E+18;StefanAntonio__
1,85982E+18;Fri Nov 22 04:32:48 +0000 2024;282;Ada upaya menutupi pelanggaran HAM berat agar tak terus menyeret nama Presiden Prabowo Subianto.⁣ ⁣ Para aktivis yang diculik tentara di bawah Prabowo menyiapkan buku putih dan melobi keluarga korban menerima kompensasi.⁣ ⁣ Apa yang ada di pikiran mereka?⁣⁣ ⁣ #tempodotco https://t.co/ke3KU8cVWn;1,85982E+18;https://pbs.twimg.com/media/Gc9k98PaAAAvpx3.jpg;;in;Indonesia;18;22;157;https://x.com/tempodotco/status/1859817282526118368;18129942;tempodotco
1,8598E+18;Fri Nov 22 03:36:00 +0000 2024;528;Presiden Prabowo Subianto kembali dari lawatan luar negeri dengan membawa investasi sebesar US$ 18 5 miliar. Full senyum https://t.co/Zs71Tbkvma;1,8598E+18;;;in;;33;253;73;https://x.com/detikcom/status/1859802987373232321;69183155;detikcom
1,8598E+18;Fri Nov 22 03:06:36 +0000 2024;936;Ketika ada yg bilang pak @prabowo mendukung Cagub selaku Ketum partai saya teringat kalimat John F. Kennedy: My loyalty to my party ends when my loyalty to my country begins . Semoga pak Prabowo kelak bisa jadi presiden yg negarawan seperti Kennedy bukan jadi semodel Jokowi. https://t.co/CnUmkEgQcF;1,8598E+18;https://pbs.twimg.com/media/Gc9SOxvaAAAaj01.jpg;;in;;28;244;266;https://x.com/islah_bahrawi/status/1859795587371348232;1,6199E+18;islah_bahrawi
1,85978E+18;Fri Nov 22 01:53:15 +0000 2024;199;Indonesia Bangsa Besar Pacu kualitas diri Agar saat berhadapan dg bangsa2 asing bisa gagah tegap berdiri mana dadamu ini dadaku! Berdiri sama tinggi saling menghormati itulah daya tawar Presiden Prabowo Subianto @prabowo Suatu hal hanya bisa dilakukan karena Allah https://t.co/FfNDtpA0yb;1,85978E+18;https://pbs.twimg.com/ext_tw_video_thumb/1859777075747618821/pu/img/QdLqkjLJxUepf_3n.jpg;;in;;2;41;47;https://x.com/BANGSAygSUJUD/status/1859777129183052048;1,18904E+18;BANGSAygSUJUD
1,85977E+18;Fri Nov 22 01:26:22 +0000 2024;380;Minat ini disampaikan Presiden Prabowo usai menemui Raja Charles III Perdana Menteri Keir Starmer dan Wakil Perdana Menteri Angela Rayner pada Kamis (21/11/2024) waktu setempat. https://t.co/wv9abRb0Rs https://t.co/J5pINrria9;1,85977E+18;https://pbs.twimg.com/media/Gc87ANSbIAEFKOW.jpg;;in;Jakarta;40;219;59;https://x.com/kompascom/status/1859770366102732813;23343960;kompascom
1,85976E+18;Fri Nov 22 00:31:01 +0000 2024;274;Sepertinya Prabowo ingin menunjukkan bahwa beliau akan menjadi pahlawan atas kondisi 25% anak kelaparan dan kemiskinan meski dia nggak sadar bahwa pernyataannya itu justru menggradasi dirinya dan presiden sebelumnya. DI LUAR NEGERI MALAH JUAL KEMISKINAN Kacau kacau!!! https://t.co/dGzqiZ36Am;1,85976E+18;https://pbs.twimg.com/ext_tw_video_thumb/1859756302081327104/pu/img/aL5Am9bRXii6yTw6.jpg;;in;;10;25;109;https://x.com/Boediantar4/status/1859756435804196887;1,38375E+18;Boediantar4
1,85964E+18;Thu Nov 21 17:01:20 +0000 2024;152;. RIIILLL....POST POWER SYNDROME. . Sebagai Apa SekJen PBB yg gak Punya Ijazah Asli itu Ke Lokasi Tersebut ? Masih PanSos aja. Atau Karena dia sudah tau kalo Anggaran Utk Pembangunan yang Sifatnya Proyek Mercusuar di STOP oleh Presiden @prabowo ? Mangkanya dia Malas Ke Sana. . https://t.co/KEEuXwl1Tp;1,85964E+18;https://pbs.twimg.com/ext_tw_video_thumb/1859640528897441792/pu/img/74fqLBPeKbV6krgk.jpg;;in;;14;76;47;https://x.com/Chynthia_K/status/1859643269610864725;1331140639;Chynthia_K
1,85956E+18;Thu Nov 21 16:36:31 +0000 2024;430;@susipudjiastuti @prabowo Kalo presiden @prabowo tidak nangkap Budi Arie berarti presiden kita hari ini adalah BONEKA #Jokowi Karna tak mungkin pegawainya main sendiri. Dan situs judi online tak ditutup oleh Kemeninfo di google. Sementara situs porno bisa ditutup Anggaran Kemeninfo besar. @tempodotco https://t.co/cXOEk3MZYV;1,85964E+18;https://pbs.twimg.com/media/Gc7CBISacAAQhxK.jpg;susipudjiastuti;in;Manokwari;3;26;68;https://x.com/LembahArfak/status/1859637025504362540;1,60377E+18;LembahArfak
