Unnamed: 0,full_text,text_processed
91,@kompascom Pak Prabowo Sebaiknya bpk EVALUASI KABINET yg bp Presiden bentuk. Bagaimana KINERJA Menteri2 tsb apa sudah bener ? Intropeksi Kinerja bpk setelah itu baru KOREKSI BUMN,prabowo bpk evaluasi kabinet yg bp presiden bentuk kerja menteri tsb bener intropeksi kerja bpk koreksi bumn
92,@pena_kantor @jackjackparrr bener banget bg selama ini kita liat nya selalu bagus dan memuaskan masyarakat jabar ya itu hasil yang positif bgt. cuman yang gua jengkel nya itu pengikut kdm fanatik banget nge bandingin sm kinerja nya prabowo yang proker nya beda dan di jalur yang beda.,bener banget bg liat nya bagus muas masyarakat jabar ya hasil positif bgt cuman gua jengkel nya ikut kdm fanatik banget nge bandingin sm kerja nya prabowo proker nya beda jalur beda
93,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @coldbrew165 @gtobing2903 Evaluasi kinerja yang tidak berprestasi seperti @gibran_tweet @ListyoSigitP @ZUL_Hasan @bahlillahadalia @NasbiHasan @airlangga_hrt dll. Berani ga @prabowo?,evaluasi kerja prestasi sepe i dll berani ga
94,Kinerja Prabowo selama 6 bulan ini memang positif namun belum mampu mendorong pertumbuhan ekonomi hingga 8% pada akhir 2025 ini disebabkan masih belum berakhirnya masa transisi. Prabowo maju kena mundur kena.,kerja prabowo positif dorong pe umbuhan ekonomi sebab transisi prabowo maju kena mundur kena
95,@PartaiSocmed @susipudjiastuti @prabowo mulyono ga pakai buk susi krna kinerja nya bagus integritas..knapa prabowo ga pake? ya krna yg berkuasa itu mulyono ..hahahaha,mulyono ga pakai buk sus krna kerja nya bagus integritas knapa prabowo ga pake ya krna yg kuasa mulyono hahahaha
96,Bagaimana menurut pendapat anda terhadap kinerja Presiden Prabowo Subianto selama 6 bulan ? Silahkan Komentari,dapat kerja presiden prabowo subianto silah komentar
97,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @coldbrew165 @gtobing2903 Omon omon @prabowo sudah evaluasi kinerja #p5tni - knp UU ASN tak berlaku di TNIAU (aduan sy MANDUL ke #presidenjokowi sjk 2014) ??? https://t.co/kdSNhggUYA,omon omon evaluasi kerja knp uu asn laku tniau adu sy mandul sjk
98,Presiden Prabowo Minta Kinerja Semua Direksi Danantara Dievaluasi https://t.co/ZHMC3e1ko7,presiden prabowo kerja direksi danantara evaluasi
99,Presiden Prabowo Perintahkan Manajemen BUMN dan Danantara Evaluasi Kinerja Direksi https://t.co/ZiCs3Spcy2,presiden prabowo perintah manajemen bumn danantara evaluasi kerja direksi
100,@gambreng__ Berdasarkan data dari media dan survei kinerja 100 hari pertama Prabowo Subianto sebagai presiden (20 Oktober 2024 - 27 Januari 2025) mendapat respons positif. Survei Kompas mencatat tingkat kepuasan publik mencapai 80 9% didukung oleh program makan gratis untuk anak sekolah,dasar data media survei kerja pe ama prabowo subianto presiden oktober januari respons positif survei kompas catat tingkat puas publik capai dukung program makan gratis anak sekolah
101,@grok coba kumpulin semua data dari media online berita nasional X apapun itu tentang kinerja 100 hari pasca Prabowo menjabat sebagai presiden. Terus buatkan presentase seberapa puas/tidak puas masyarakat terhadap kepemimpinan prabowo saat ini!,coba kumpulin data media online berita nasional x apa kerja pasca prabowo jabat presiden buat presentase puas puas masyarakat pimpin prabowo
102,Kinerja Pemerintah #Prabowo_Gibran bertengger tinggi 74 6 %,kerja perintah be engger
103,Presiden RI Prabowo Subianto menugaskan jajaran manajemen BUMN untuk mengevaluasi direksi-direksinya. Poin yang dievaluasi minta Prabowo adalah kinerja watak akhlak dan prestasi. https://t.co/7l77raBBNC,presiden ri prabowo subianto tugas jajar manajemen bumn evaluasi direksi direksi poin evaluasi prabowo kerja watak akhlak prestasi
104,@Agungsyaputraa @ARSIPAJA @ARSIPAJA Approval rating Prabowo (80.9%) berdasarkan survei Kompas Januari 2025 mengukur kepuasan publik terhadap kinerja kemungkinan meliputi ekonomi dan kesejahteraan sosial meski indikator spesifik kurang jelas. Rating ini menunjukkan dukungan publik yang kuat tapi bukan,approval rating prabowo dasar survei kompas januari ukur puas publik kerja liput ekonomi sejahtera sosial indikator spesifik rating dukung publik kuat
105,@prabowo Bacot ngentot ya ini hate speech atas kinerja Lu Yang omong kosong Lu orang mau sebut gw anak abah musuh rezim antek asing gw kaga peduli. Look at you dirty bastard penjahat HAM Yang bahkan ga bisa mempertanggungjawabkan perbuatan lu. #IDIOTBASTARD,bacot ngentot ya hate speech kerja lu omong kosong lu orang gw anak abah musuh rezim antek asing gw kaga peduli look at you y bastard jahat ham ga mempe anggungjawabkan buat lu
106,kinerja dan pelayanannya kategori A bisa lah pak @prabowo di approve tukin kemenag 80% https://t.co/iFn26lV7OY,kerja layan kategori a approve tukin kemenag
107,Presiden Prabowo Subianto menugaskan jajaran manajemen BUMN untuk mengevaluasi kinerja watak akhlak dan prestasi direksi untuk memastikan seluruh perusahaan bergerak secara profesional dan berintegritas. https://t.co/L7tNl8pArx,presiden prabowo subianto tugas jajar manajemen bumn evaluasi kerja watak akhlak prestasi direksi usaha gerak profesional integritas
108,@detikcom Pantes pager laut lolos laut natuna kecolongan bbm aja masih ngutang. Ayo pak prabowo naikin anggaran dan gaji tni biar kerja giat dan kinerja lebih cepet BRAVO BRAVO!!!,pantes pager laut lolos laut natuna colong bbm aja ngutang ayo prabowo naikin anggar gaji tni biar kerja giat kerja cepet bravo bravo
109,@DokterTifa Perush swasta pun tdk akan mngkin mengutus bpknya wakil direktur utk urusan kinerja perush tsb apalagi bpknya wakil direktur tsb tdk bekerja di perush tsb di pemerinth prabowo koq malah utus bpknya wapres utk urusan kenegaraan? akibat bocil dipaksa mjd wapres,perush swasta tdk mngkin utus bpknya wakil direktur utk urus kerja perush tsb bpknya wakil direktur tsb tdk perush tsb pemerinth prabowo koq utus bpknya wapres utk urus negara akibat bocil paksa mjd wapres
110,Survei Indonesia Social Insight (IDSIGHT) mengungkapkan penilaian publik terhadap kinerja pemerintahan Prabowo-Gibran masih bertengger cukup tinggi dengan 74 6 persen respons positif atas kepemimpinan Presiden Prabowo Subianto. #presidenprabowo #prabowo #pemerintah https://t.co/lW2zmhyPRi,survei indonesia social insight idsight nilai publik kerja perintah prabowo gibran be engger persen respons positif pimpin presiden prabowo subianto
111,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). https://t.co/IMn2bMVIcr,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
112,@budibukanintel_ @bang_dasco Dih wajar dong gua nuntut kinerja prabowo lah gua pendukung dan pemilih nya lah lu siapa tong menilai gua kaya gitu kocak lu,dih wajar gua nuntut kerja prabowo gua dukung pilih nya lu tong nilai gua kaya gitu kocak lu
113,@Lembayung071 @gibran_tweet @prabowo @DedynurPalakka @setkabgoid @KemensetnegRI Kinerja nyatanya ap! Selama 6 bln. ,kerja ap bln
114,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari (IDSIGHT). #DukunganRakyat #PrabowoDanantara #IDSIGHT #KinerjaPositif #IndonesiaMaju https://t.co/azikvC6BSH,dukung rakyat presiden prabowo danantara kuat enam pe ama kerja presiden prabowo nilai positif dasar riset independen idsight
115,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). #DukunganRakyat https://t.co/QFxuVQjlZH,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
116,@FradaRandi1 Kinerja Presiden Prabowo ngebuktiin kalau perubahan itu harus dirasain langsung bukan cuma janji aja,kerja presiden prabowo ngebuktiin ubah dirasain langsung janji aja
117,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight .#DukunganRakyat #PrabowoDanantara https://t.co/gRrHtuosVW,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight
118,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). https://t.co/RGhnzXgaDO,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
119,@tempodotco Lulusan dari universitas TERBAIK DiDuniapun Prof Stella dr Harvard University Terbukti Gak Bisa MERUBAH KARAKTER nya ( karakter Akhlak dan Kinerja). Bea siswa terbanyak diberikan Ke Sekolah yg Upper class. Milik Luhut. Sedangkan murid sekolah lower class diberi MBG.,lulus universitas baik dunia prof stella dr harvard university bukti gak rubah karakter nya karakter akhlak kerja bea siswa sekolah yg upper class milik luhut murid sekolah lower class mbg
120,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). (Cont..) https://t.co/CCpae1ImuR,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight cont
121,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). https://t.co/WFhZm4k5sJ,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
122,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). #PrabowoDanantara https://t.co/YSE3tRxjdF,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
123,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% #DukunganRakyat #PrabowoDanantara #IDSIGHT #KinerjaPositif #IndonesiaMaju https://t.co/OjJoSSCDx1,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif
124,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). #DukunganRakyat https://t.co/AEaH4WDcEt,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
125,Dukungan rakyat untuk Presiden Prabowo Danantara terus menguat! Dalam enam bulan pertama masa kepemimpinannya kinerja Presiden Prabowo mendapatkan penilaian positif sebesar 74 6% berdasarkan riset independen dari Indonesia Social Insight (IDSIGHT). #DukunganRakyat #Danantara https://t.co/3aFF7BuuuR,dukung rakyat presiden prabowo danantara kuat enam pe ama pimpin kerja presiden prabowo nilai positif dasar riset independen indonesia social insight idsight
126,Itu kira2 analoginya mas @rendi078. Jadi selama kinerja Presiden @prabowo bersambung dg harapan rakyat maka survei AR akan menemukan kepuasaan yg tinggi atas kinerja Presiden. Nah kata kuncinya kinerja dan harapan. Itu yg harus disambungkan Pemerintah. Bukan sibuk urus elit.,analogi mas kerja presiden sambung dg harap rakyat survei ar temu puasa yg kerja presiden kunci kerja harap yg sambung perintah sibuk urus elit
127,@AdhieMassardi Kl sy @gibran_tweet sy akan mundur dg kepala tegak. Sy ga membully beliau tp utk urusan bangsa dan negara yg sedang carut marut begini peran aktif dan inovatif seorang wapres sangat dibutuhkan utk mendukung kinerja presiden @prabowo,kl sy sy mundur dg kepala tegak sy ga membully beliau tp utk urus bangsa negara yg carut marut peran aktif inovatif wapres butuh utk dukung kerja presiden
128,Kita Apresiasi atas kinerja kementerian sektor pangan dan pertanian yang alhamdulillah berhasil dalam program langan nya sehingga kita mampu surplus beras di saat negara²lain krisis beras Trimakasih @prabowo @gibran_tweet Optimis dibawah kepemimpinan Prabowo-Gibran Indonesia https://t.co/uhK33GHbDM,apresiasi kerja menteri sektor pangan pe ani alhamdulillah hasil program lang nya surplus beras negara krisis beras trimakasih optimis bawah pimpin prabowo gibran indonesia
129,@Heraloebss @DivHumas_Polri harusnya bapak memperbaiki kinerja anggota anda bukan malah menekan rakyat dengan video klarifikasi. Pak @prabowo kalau bapak tdk mau mengganti Kapolri maka sy yakin kinerja polisi akan terus hancur.,baik kerja anggota tekan rakyat video klarifikasi tdk ganti kapolri sy kerja polisi hancur
130,dgn hormat kpd pak Prabowo setelah melihat kinerja hampir 200 hari ini. dibandingkan keduanya apa gak mending fufufafa aja yg jd pres. paling gak dia lebih update dan kelihatannya lebih mendengarkan,dgn hormat kpd prabowo kerja banding gak mending fufufafa aja yg jd pres gak update dengar
131,@txtdrimedia Berarti masyarakat mengeluh soal kinerja #polri bikin gaduh ya ..? Seharusnya berfikir tingkatkan lagi pelayanan.. Anggaplah itu kritik dan teguran... Malah di anggap gaduh... Gimna mau percaya masyarakat... @DivHumas_Polri @Divpropam @ListyoSigitP @prabowo,bera i masyarakat keluh kerja bikin gaduh ya berfikir tingkat layan anggap kritik tegur anggap gaduh gimna percaya masyarakat
132,Segeralah ? @mprgoid @DPR_RI diagendakan .. mengingat politik yg lg riuh gempita dan mengingat kinerja pak presiden @prabowo semakin tak konsen serta mengusulkan @puanmaharani_ri @AgusYudhoyono utk itu .. apakah dan bagaimanakah ??@Gerindra @PDI_Perjuangan @PDemokrat,segera agenda politik yg lg riuh gempita kerja presiden konsen a usul utk
133,Baru lihat ini. Duh ‍️ Approval Rating itu bkn pengakuan dunia mas. Itu survei kepuasan publik terhadap kinerja Presiden. Publik yg jadi sample bkn warga negara lain tapi masyarakat sendiri. Untuk pak @prabowo kalau tak salah rating 81% itu mengutip survei Litbang Kompas.,lihat duh approval rating bkn aku dunia mas survei puas publik kerja presiden publik yg sample bkn warga negara masyarakat salah rating kutip survei litbang kompas
134,Prabowo Capai Kinerja 74 6% dalam 6 Bulan: Fokus pada Komunikasi dan Isu Ekonomi - https://t.co/Q42WQrJBph,prabowo capai kerja fokus komunikasi isu ekonomi
135,NOTE Duet Terbaik Kinerja Positif Pemerintahan #Prabowo_Gibran Tentu Ini Melampaui Kinerja Presiden Sebelumnya,note duet baik kerja positif perintah lampau kerja presiden
136,Pak Amran Nasution Kerja dia Bagus.. Dia gak usah direshuffle.. Kalau pak @prabowo @Gerindra susah menilai kinerja para menteri Biar kami rakyat yang menilai kinerja para menteri...karena banyak yg gak bagus menteri bapak..,amran nasution kerja bagus gak direshuffle susah nilai kerja menteri biar rakyat nilai kerja menteri yg gak bagus menteri
137,Aku punya usul @prabowo @Gerindra punya aplikasi buat menilai kinerja para menteri..aplikasi ini bisa didownload semua rakyat Indonesia dan rakyat yang kasi penilaian terhadap kinerja semua menteri (Harus pakai KTP asli saat kasi penilaian) One vote one KTP.,usul aplikasi nilai kerja menteri aplikasi didownload rakyat indonesia rakyat kasi nilai kerja menteri pakai ktp asli kasi nilai one vote one ktp
138,@wildanmm6 @SianiparRismon @prabowo ada isu ini malah senang..karena tak ada yang mengoreksi kinerja dia ..,isu senang koreksi kerja
139,Harus diakui ada beberapa pembantu anda pak @prabowo yg memiliki kinerja baik.tapi llebih banyak lagi yg hanya show bacot doang. Anda hrs bs membuktikan ucapan sbagai pemimpin segera lakukan pembenahan pd pembantu2 anda. https://t.co/oGeNtqMbJP,aku bantu yg milik kerja llebih yg show bacot doang hrs bs bukti ucap sbagai pimpin laku benah pd bantu
140,@CakKhum Kalau soal pidato Bapak Prabowo dapat nilai 100 tapi kalau soal kinerja dan prestasi? Cuma omon-omon.,pidato prabowo nilai kerja prestasi omon omon
141,Survei Kinerja 6 Bulan Prabowo-Gibran Masih Cukup Tinggi https://t.co/JY4jVqXqbG,survei kerja prabowo gibran
142,@Kimberley_PS08 @Ndons_Back Prabowo dah ky Mulyono Cma main2in angka survei buat ngukur kinerja nya.itu bknny dta survey Litbang kompas jg yg jdi rujukan ? Fakta ihsg ambruk Rp anjlok Dya beli masarakat turun Pabrik ttup Phk di mna2 investor kabur Kalian pd ttp mata Klo Prabowo itu = jkowi 3 periode,prabowo dah ky mulyono cma main in angka survei ngukur kerja nya bknny dta survey litbang kompas jg yg jdi rujuk fakta ihsg ambruk rp anjlok dya beli masarakat turun pabrik ttup phk mna investor kabur pd ttp mata klo prabowo jkowi periode
